f.1,f.2,f.3,f.4
2.1566,2.84,3.1192,7.46
1.6861,2.1594,2.3984,5.4519
2.084,2.658,2.9637,6.6793
2.1494,2.8452,3.2185,6.9766
2.3554,2.8379,3.0546,7.2458
1.8814,2.6041,3.19,7.396
2.2971,3.1589,3.659,8.5345
1.8917,2.3781,2.6705,6.1555
2.2915,2.9121,3.2762,7.4221
2.0472,2.742,3.0093,6.7933
1.9776,2.4143,2.6446,6.1312
2.1021,2.6947,3.0034,6.6791
1.878,2.6217,3.311,7.6599
1.7097,2.2901,2.6732,5.9312
1.9956,2.6106,2.8436,6.7783
2.5582,3.425,3.7803,8.5998
2.1952,2.6448,2.9302,6.7822
2.1639,2.83,3.2019,6.9567
2.5828,3.3236,3.7732,8.1709
1.7252,2.2703,2.6175,6.2675
2.1022,2.7795,3.1254,7.4223
2.1175,2.9115,3.2887,7.3168
2.0854,2.6333,2.9552,6.6819
2.2177,2.8948,3.2875,7.1461
2.4247,3.0557,3.2901,7.7198
1.5349,1.8925,2.0756,4.7694
2.0107,2.6748,3.1325,7.3799
2.1961,3.0037,3.4488,7.7583
2.0707,2.5809,2.9082,6.6673
2.0439,2.6543,2.8832,6.678
2.4352,3.1198,3.4131,7.8386
2.0226,2.5037,2.777,6.2973
2.3975,2.9723,3.3292,7.4279
1.8347,2.6174,3.2162,6.9767
1.6545,2.0497,2.2233,5.4179
1.8589,2.4039,2.6447,6.1289
2.1995,2.8266,3.1252,7.1492
2.1013,2.6374,2.968,6.5999
2.5386,3.1844,3.6076,7.9183
2.5013,3.2027,3.495,7.9829
1.7461,2.3278,2.8642,6.955
1.8557,2.5744,3.0428,6.78
2.2471,3.0861,3.5302,7.961
1.8051,2.2769,2.5898,5.7782
2.1123,2.6309,2.8507,6.7261
2.0675,2.7346,3.0374,6.7503
1.9494,2.3675,2.6405,5.9864
1.6175,2.2399,2.8725,6.5276
2.4159,3.3355,3.9951,9.0868
1.9447,2.5373,2.7674,6.5193
2.3461,3.0427,3.3203,7.7722
2.4213,3.2272,3.5809,8.0142
1.9733,2.3418,2.6145,6.0049
2.075,2.6486,3.0029,6.5446
1.8193,2.4891,3.0066,7.3364
1.6971,2.1653,2.4154,5.7767
2.0513,2.6465,2.9347,6.9155
1.8967,2.6214,2.9807,6.4377
1.9004,2.3815,2.6924,5.9847
2.3402,3.0098,3.2782,7.5182
2.7259,3.4614,3.8054,8.643
1.634,2.1385,2.5217,5.8292
2.0538,2.7144,3.1227,7.193
2.2057,2.9975,3.4276,7.5696
1.98,2.417,2.6067,6.2645
1.947,2.5619,2.8438,6.3476
2.3408,3.0225,3.3675,7.498
1.9495,2.4477,2.7624,6.0879
1.8308,2.5162,3.1241,7.1352
1.8599,2.5828,2.9276,6.72
2.0562,2.5438,2.7976,6.622
2.2753,2.9271,3.2639,7.3761
2.6476,3.3823,3.7957,8.4574
1.9397,2.5,2.8642,6.1527
2.2634,2.8245,3.0506,7.1126
1.9073,2.6601,3.1658,7.338
1.9412,2.5048,2.8008,6.6267
1.9718,2.6728,3.0215,6.6886
2.3348,3.108,3.5003,7.7442
1.6691,2.011,2.1678,5.1572
2.0537,2.5017,2.7348,6.3523
2.3415,3.1005,3.4721,7.6012
1.8959,2.4585,2.8661,6.6814
2.1136,2.8386,3.27,7.2966
2.3923,3.1231,3.3822,8.0682
1.9397,2.4624,2.7095,6.2118
2.3284,2.942,3.2633,7.3842
2.3931,3.1298,3.5213,7.6953
1.9826,2.3514,2.6721,5.971
1.4765,2.0321,2.5005,5.7858
1.8672,2.5527,2.969,6.9456
1.6639,2.1461,2.4134,5.534
2.4466,3.1659,3.5528,8.0623
2.3579,3.2196,3.6776,7.8563
2.2034,2.7048,2.9414,6.8759
2.3239,2.9746,3.2937,7.3944
1.9418,2.7304,3.5702,8.3506
1.6469,2.1623,2.5189,5.6444
2.0426,2.6986,3.0951,6.9293
2.0683,2.7377,2.9708,6.9375
1.9431,2.3702,2.5777,6.0829
1.9654,2.5542,2.8416,6.3278
2.3159,2.9662,3.3205,7.3453
1.9049,2.5812,3.2087,7.3124
2.2421,2.9784,3.3188,8.1154
2.1345,2.9823,3.3581,7.4968
1.859,2.2626,2.502,5.8359
2.0697,2.6476,2.9729,6.6099
2.4449,3.1069,3.5108,7.7154
1.7724,2.1859,2.3772,5.5176
1.7516,2.3584,2.8145,6.7213
1.9563,2.6848,3.0937,7.0756
1.8919,2.3903,2.6819,6.2092
1.8728,2.5232,2.8809,6.2166
2.6778,3.4639,3.7697,8.7124
2.0044,2.4297,2.6771,6.1748
2.4437,2.9905,3.3317,7.5276
1.952,2.7354,3.3807,7.5313
1.9525,2.5056,2.889,6.6027
2.0839,2.7087,2.9622,6.9689
2.4244,3.1296,3.438,7.9677
1.8079,2.3479,2.6425,5.8116
2.2238,2.8476,3.214,7.0456
2.2298,2.9825,3.4081,7.2344
1.5602,1.9769,2.1944,5.4572
2.0585,2.7437,3.0623,7.0887
2.458,3.2518,3.5998,8.3207
2.0857,2.62,2.9254,6.6296
2.4853,3.1253,3.5154,7.8347
2.1796,2.9057,3.1823,7.1718
2.1331,2.6148,2.8623,6.6025
1.886,2.5898,3.056,7.0217
2.2394,3.0569,3.4849,8.0149
1.6627,2.0908,2.3722,5.3146
1.9793,2.4621,2.6529,6.306
2.1035,2.7072,2.9746,6.7671
2.3058,2.7513,3.0492,7.0216
2.1888,2.8749,3.2552,7.0408
1.8791,2.6614,3.6546,8.2419
1.8048,2.3668,2.6735,6.3823
2.1807,2.8704,3.1902,7.5577
2.1534,2.9602,3.3322,7.3756
1.8985,2.3111,2.5917,5.9108
2.0989,2.6755,3.038,6.6406
2.3485,2.9253,3.1815,7.3784
1.4319,1.9213,2.34,5.4286
1.8142,2.4383,2.844,6.6057
2.3893,3.2894,3.7728,8.397
2.3083,2.9217,3.3106,7.4626
2.2181,2.8889,3.1284,7.2555
2.5964,3.3303,3.6367,8.355
1.971,2.3854,2.6377,6.0516
1.8115,2.4543,3.0714,7.2631
1.8575,2.6248,3.1386,6.7986
1.8118,2.288,2.4738,5.9804
1.961,2.5707,2.8259,6.4921
2.3058,2.9841,3.2967,7.5
1.8296,2.3485,2.6427,5.8209
2.6808,3.4079,3.8557,8.4274
2.0275,2.8455,3.5041,8.2813
1.8592,2.3131,2.5648,6.2283
1.94,2.5789,2.9021,6.5259
2.3383,3.0758,3.447,7.7415
1.9472,2.4361,2.7635,6.1141
2.2408,2.7628,2.9932,7.0122
2.1645,2.8466,3.1567,7.0152
1.6832,2.2263,2.6548,6.2718
1.9058,2.5825,2.9928,6.7836
2.2273,3.0015,3.4142,7.7016
1.8709,2.3519,2.5696,5.965
2.3312,2.9292,3.2253,7.3945
2.4067,3.1492,3.5259,7.7639
2.2139,2.6746,3.0166,6.7504
1.8397,2.5544,3.1565,6.9398
2.1489,2.8911,3.1944,7.7134
1.912,2.442,2.6705,6.2887
2.263,2.887,3.1759,7.3568
2.1034,2.864,3.2309,6.9969
1.8801,2.2807,2.5782,5.7615
1.9468,2.4395,2.6442,6.128
2.2354,3.0501,3.5905,8.6189
1.9532,2.5416,2.86,6.5906
2.3456,3.0583,3.4235,7.8258
2.4611,3.2858,3.7134,8.1488
2.2227,2.7037,2.9142,6.9278
2.0196,2.6957,3.0012,6.6184
2.4386,3.1714,3.5356,7.8209
1.4219,1.8713,2.3151,5.3429
1.8223,2.4254,2.8839,6.6114
1.8203,2.4765,2.7597,6.3519
1.7442,2.1593,2.3676,5.5845
2.3331,3.0066,3.349,7.5378
2.7143,3.467,3.8881,8.6427
2.02,2.6004,2.973,6.4
1.8021,2.4729,3.0763,7.3802
2.0342,2.8347,3.3248,7.614
1.8303,2.2699,2.5355,5.9657
1.9392,2.5548,2.8941,6.3905
2.3133,3.0143,3.4164,7.4973
1.8186,2.2189,2.3878,5.6567
2.1804,2.6735,2.9177,6.7668
1.572,2.2363,2.8464,6.3303
2.0552,2.6957,3.1064,7.194
2.2207,3.0108,3.4471,7.6329
2.5054,3.2802,3.5439,8.4082
1.8322,2.2797,2.5019,5.7707
2.2572,2.8132,3.1164,7.078
2.3391,3.0348,3.4114,7.4747
1.7173,2.2708,2.783,6.4743
1.7607,2.3866,2.6894,6.2375
2.1194,2.8454,3.1526,7.3405
1.8554,2.3753,2.6414,6.0076
2.2027,2.8071,3.1406,7.0444
2.5542,3.4508,3.93,8.3852
2.0211,2.3862,2.5877,6.134
1.8606,2.4926,2.9548,6.9793
2.2409,3.0052,3.4346,8.0587
1.7496,2.2806,2.5945,5.7467
2.173,2.8212,3.2002,7.0685
2.1619,2.8467,3.122,7.0869
2.0396,2.481,2.7338,6.2976
2.0035,2.6237,2.9501,6.4441
1.8786,2.6343,3.274,7.4479
1.6194,2.0707,2.392,5.3962
2.2906,2.8966,3.1108,7.5614
2.1956,2.9541,3.268,7.3369
2.104,2.578,2.8481,6.5515
2.2469,2.8839,3.2364,7.1422
2.6107,3.3185,3.7498,8.1977
1.6914,2.2406,2.5468,6.0603
2.0577,2.7281,3.0375,7.1995
2.1819,2.9547,3.2978,7.4772
1.8904,2.2943,2.5611,5.8983
1.8473,2.4439,2.7876,5.9864
2.15,2.7369,2.9767,6.8567
2.1956,2.7172,2.9942,6.8288
1.9073,2.6282,3.4142,8.0651
2.0802,2.9397,3.5511,7.8441
2.1254,2.771,3.1737,7.2002
2.2044,2.8959,3.161,7.3791
2.5498,3.3079,3.6302,8.3668
1.7355,2.1546,2.4098,5.4175
2.167,2.6981,3.0397,6.7384
1.7003,2.3999,3.1836,7.0746
1.6975,2.1586,2.4062,5.8725
1.8158,2.4204,2.7122,6.203
2.631,3.4757,3.8749,8.8205
2.2524,2.8349,3.1949,7.1321
2.6447,3.328,3.777,8.2938
2.1924,2.9529,3.2395,7.2653
1.6249,2.1053,2.457,5.9565
1.869,2.5027,2.8671,6.613
2.228,2.9756,3.3484,7.703
1.8009,2.3231,2.6337,5.8248
2.1058,2.6509,2.855,6.7421
2.1841,2.8457,3.1272,7.0754
2.0478,2.4839,2.7485,6.289
1.9324,2.7148,3.3961,7.5205
2.3698,3.3028,3.8976,8.7624
1.8856,2.367,2.5655,6.1363
2.2865,2.8888,3.1531,7.4102
2.244,2.9927,3.3424,7.3869
2.1312,2.6085,2.925,6.5829
2.268,2.9018,3.2936,7.1526
1.9401,2.6704,3.2029,7.8011
1.6807,2.2486,2.5463,5.8061
2.0524,2.7279,3.0496,6.9777
2.1195,2.8918,3.2648,7.1469
2.1379,2.5618,2.9058,6.5472
2.1337,2.7089,2.9629,6.7768
2.5448,3.2023,3.5347,8.0017
1.7541,2.2829,2.6721,6.2359
2.1451,2.8228,3.2311,7.4681
2.0864,2.8958,3.3362,7.1661
1.9476,2.4034,2.5755,6.183
2.0923,2.6849,2.9386,6.7282
2.4329,3.089,3.4127,7.7198
1.7065,2.0884,2.3426,5.2554
1.7586,2.3509,2.8075,6.4685
2.3,3.0767,3.3886,8.0776
2.1326,2.6234,2.8523,6.8494
2.0653,2.7475,3.0748,6.8016
2.4957,3.253,3.6431,8.0614
2.0763,2.6224,2.976,6.5084
2.3598,2.9199,3.1645,7.3657
1.6767,2.3878,3.1346,7.119
1.6753,2.1356,2.4405,5.7867
1.8964,2.5099,2.8539,6.4723
2.2313,2.942,3.323,7.4726
1.6594,2.1044,2.2948,5.3062
2.4874,3.1355,3.4476,7.8846
2.5353,3.3247,3.7168,8.1846
1.8337,2.4683,3.1063,7.2669
2.0079,2.7892,3.3405,7.344
2.3151,3.1192,3.4415,8.1567
1.7792,2.1771,2.3942,5.6186
2.1857,2.7089,3.0064,6.8962
2.0291,2.7303,3.1041,6.6547
1.9335,2.3595,2.6896,5.9235
1.5916,2.1607,2.5723,6.1738
1.9493,2.6364,2.9965,7.1729
2.0191,2.6234,2.9282,6.7114
2.4287,3.1481,3.5113,7.9842
2.5185,3.3547,3.7885,8.2728
1.9991,2.3588,2.5354,6.0966
2.0177,2.5859,2.8521,6.4278
1.8916,2.6162,3.235,7.5643
1.7608,2.2835,2.6152,6.0078
2.1231,2.7755,3.1461,7.1571
2.0463,2.7326,2.9856,6.864
1.9649,2.4164,2.6431,6.162
2.1048,2.6871,2.9886,6.6918
2.9423,3.7249,4.1789,9.2432
1.6828,2.2443,2.7104,6.0013
2.0529,2.6939,2.9859,7.1379
2.1762,2.9426,3.2773,7.4557
2.0704,2.563,2.8414,6.5656
2.071,2.7379,3.0977,6.7346
2.4603,3.1945,3.6238,7.8554
1.9764,2.4521,2.6771,6.1707
1.8746,2.5449,3.024,7.2078
1.8693,2.6448,3.0727,6.742
1.6774,2.0756,2.3389,5.3588
2.275,2.9511,3.3607,7.3517
2.5462,3.2022,3.4448,8.1304
1.9494,2.4152,2.6468,6.0866
2.3707,2.9384,3.2537,7.3702
2.0154,2.8039,3.3814,7.6963
2.0016,2.5702,2.9288,6.7651
1.8793,2.5216,2.7686,6.3404
2.2667,2.9811,3.2698,7.497
1.7334,2.1281,2.3622,5.3873
2.1261,2.6273,2.9438,6.5923
2.0377,2.7083,3.0853,6.5912
1.7531,2.3119,2.7658,6.7924
2.0395,2.7466,3.1686,7.4297
2.4066,3.2322,3.6365,8.4848
1.9391,2.5437,2.8773,6.3693
2.3476,3.0496,3.4494,7.6006
2.3124,3.0384,3.3234,7.5579
1.9642,2.3382,2.5703,5.9809
1.6081,2.2148,2.7831,6.3501
1.9899,2.7313,3.2325,7.4066
1.7962,2.3212,2.6567,5.9745
2.0598,2.6185,2.8386,6.7615
2.2839,3.1229,3.4979,7.6632
2.2865,2.8533,3.185,7.1628
2.3614,3.0871,3.4954,7.5701
2.0203,2.8658,3.7903,8.5627
1.5883,2.0073,2.2026,5.299
1.9908,2.55,2.7941,6.6437
2.1336,2.8161,3.1244,7.091
1.9467,2.3566,2.628,6.0315
1.9156,2.5198,2.8672,6.1751
2.21,2.8017,3.0402,7.0224
1.526,2.0231,2.3795,5.6359
2.3275,3.0976,3.5293,8.3062
2.3347,3.2311,3.6798,8.1165
2.0464,2.504,2.8291,6.4219
2.1802,2.7351,2.9648,6.9305
2.5434,3.1797,3.4879,8.0113
1.8414,2.3272,2.605,5.7914
1.8489,2.5191,3.072,7.055
2.0268,2.825,3.3183,7.3077
1.9158,2.4059,2.6075,6.2758
1.9458,2.5778,2.8583,6.4352
2.3023,2.9974,3.335,7.4695
2.1517,2.6266,2.9624,6.6236
2.5894,3.1884,3.6256,7.9553
1.9453,2.7107,3.215,7.3739
1.9607,2.5031,2.792,6.6023
2.1412,2.8317,3.1773,7.1756
2.4983,3.2693,3.6698,8.21
2.0143,2.5864,2.9522,6.3995
2.2729,2.8329,3.0472,7.1649
2.3319,3.0115,3.3021,7.4822
1.6031,2.0128,2.2841,5.5311
1.6626,2.2394,2.5616,5.6892
2.4854,3.3141,3.7461,8.3652
1.9782,2.4531,2.6441,6.2592
2.3985,2.9812,3.2521,7.5559
2.2859,3.0399,3.3962,7.4598
2.1858,2.6701,2.9926,6.714
1.7351,2.4247,3.1973,7.2023
2.0837,2.8397,3.2521,7.9109
1.5977,2.0367,2.256,5.2453
1.9962,2.5586,2.8352,6.5352
2.1011,2.7841,3.1287,6.8987
1.9498,2.3727,2.6847,6.0028
2.3019,2.9496,3.2204,7.3541
2.0153,2.8101,3.5762,8.4829
1.9612,2.5782,2.9618,6.8878
2.3323,3.0793,3.4802,8.0214
2.1591,3.0252,3.4774,7.3996
1.8913,2.297,2.4892,5.8964
2.0606,2.6251,2.9008,6.5565
2.4202,3.0579,3.4081,7.6162
1.5468,2.0836,2.5589,5.7771
1.9261,2.6021,3.0652,6.93
1.9906,2.6761,2.9197,6.9104
2.3378,2.9077,3.1527,7.513
2.2524,2.9971,3.3398,7.4061
2.6667,3.4741,3.8824,8.5949
1.9474,2.3671,2.68,5.9647
1.8359,2.4297,2.8175,6.9605
1.9678,2.6896,3.0552,7.0502
1.8867,2.3568,2.6059,6.138
2.0831,2.6963,3.0167,6.794
2.4214,3.1088,3.4975,7.7677
1.7135,2.1843,2.3827,5.4593
2.108,2.6562,2.9203,6.6422
2.1101,2.9763,3.6622,8.3001
1.9697,2.4787,2.8107,6.5737
2.0719,2.767,3.164,6.9379
2.3821,3.0784,3.3374,7.8339
1.987,2.4558,2.6988,6.2253
2.3727,2.941,3.2668,7.3971
2.1622,2.9135,3.3068,7.0804
1.7746,2.3679,2.8515,6.4974
1.9029,2.5548,2.8456,6.6722
2.2301,2.9682,3.276,7.6359
1.6806,2.1082,2.3541,5.3285
2.5096,3.1547,3.5463,7.9083
2.5988,3.3892,3.8556,8.3083
2.2324,2.6593,2.8552,6.8127
1.838,2.525,2.9408,6.738
2.2317,3.0389,3.4294,7.9315
1.9755,2.5631,2.8739,6.4929
2.3425,3.0227,3.3978,7.5904
2.1527,2.8728,3.1385,7.1199
1.7733,2.0986,2.2929,5.3903
1.9853,2.4721,2.7457,6.1858
1.6754,2.3274,3.0578,7.1659
1.8452,2.4323,2.8588,6.3956
2.189,2.8421,3.1006,7.4517
2.3185,3.0924,3.4117,7.8156
2.1799,2.6775,2.9596,6.8455
2.2008,2.8726,3.2359,7.0856
2.572,3.3092,3.7468,8.1512
1.5187,1.9603,2.278,5.5628
1.904,2.4873,2.8166,6.7804
1.8307,2.5408,2.9027,6.3696
1.8145,2.2783,2.5596,5.8079
1.9493,2.5589,2.9116,6.3161
2.6892,3.4155,3.7193,8.5909
2.0741,2.6318,2.9194,6.5547
1.9479,2.6825,3.3486,7.7858
2.1658,3.0338,3.5862,8.003
1.9524,2.4391,2.7771,6.3443
1.8759,2.4566,2.672,6.1814
2.269,2.9257,3.1967,7.3601
1.879,2.3349,2.5867,5.8736
2.2527,2.801,3.1324,7.0036
1.7233,2.4515,3.1102,6.8368
1.7458,2.2498,2.4698,6.02
2.321,3.0766,3.3945,7.8943
2.6805,3.5139,3.8793,8.9229
1.7911,2.247,2.5315,5.6311
2.2599,2.8363,3.2116,7.066
2.2331,2.8782,3.1406,7.1623
1.7116,2.2068,2.5403,6.1471
1.8416,2.4873,2.8422,6.4245
2.2015,2.95,3.3232,7.5219
1.905,2.4241,2.7479,6.0962
2.1702,2.7072,2.9311,6.8852
1.9959,2.6854,2.9923,6.582
2.1259,2.5476,2.8395,6.4727
1.9545,2.6469,3.1736,7.1981
2.3395,3.1677,3.6691,8.3111
1.8592,2.3613,2.5801,6.0452
2.2541,2.8631,3.148,7.2743
2.354,3.0815,3.4417,7.6358
2.1915,2.6667,3.0042,6.7253
1.9876,2.6729,3.0715,6.4731
1.9025,2.6262,3.0394,7.2762
1.6032,2.0342,2.242,5.2966
1.9631,2.5111,2.7709,6.4583
2.3925,3.2315,3.6417,7.957
2.2897,2.8226,3.1874,7.1103
2.3274,2.944,3.1939,7.3853
2.6867,3.3723,3.7004,8.4431
1.5899,2.1855,2.773,6.3113
2.0113,2.7545,3.2841,7.5352
2.1556,3.016,3.4988,7.7019
1.7802,2.1542,2.3186,5.6351
1.893,2.4376,2.6872,6.1177
2.2587,2.88,3.1968,7.2043
1.8501,2.2695,2.5538,5.7069
1.998,2.7458,3.5908,8.2979
2.0243,2.8288,3.2836,7.4757
2.0575,2.6364,2.9197,6.8762
2.205,2.9269,3.275,7.3544
2.5743,3.3688,3.7762,8.415
1.8531,2.3161,2.6423,5.7816
2.1827,2.6889,2.9307,6.7952
1.7528,2.4455,3.0884,7.1718
1.7925,2.3016,2.6308,6.2176
1.8323,2.4918,2.8589,6.2741
2.1949,2.9431,3.3443,7.3601
2.1955,2.7478,2.9548,6.9833
2.5909,3.2341,3.5214,8.1757
2.4612,3.2687,3.6399,8.0279
1.7481,2.2782,2.7258,6.4444
2.0181,2.7062,3.1527,7.1513
2.2869,2.9949,3.2399,7.8647
1.7477,2.2618,2.494,5.6826
2.1617,2.7679,3.0628,6.9452
2.1984,2.9267,3.2923,7.1735
2.1149,2.6034,2.9453,6.5142
1.6263,2.2529,2.6842,6.2524
2.4241,3.3293,3.7856,8.8915
1.8816,2.3303,2.5878,6.0327
2.3148,2.9073,3.2451,7.4188
2.1871,2.9551,3.3726,7.2058
1.976,2.3807,2.5776,6.0838
2.1351,2.7033,2.9832,6.7418
1.9753,2.7229,3.3105,7.7655
1.748,2.3016,2.6411,5.9497
2.114,2.7867,3.1653,7.1012
2.1453,2.8336,3.0929,7.1393
1.7892,2.1257,2.332,5.4831
2.1565,2.81,3.1589,6.9255
2.6065,3.3401,3.7676,8.2397
1.8193,2.4063,2.8784,6.4688
2.1275,2.7646,3.0079,7.3497
2.1249,2.8863,3.1943,7.2646
2.0684,2.5735,2.8334,6.5676
2.2088,2.8532,3.1915,7.0899
2.5486,3.2564,3.6686,8.0628
1.6623,2.0491,2.2199,5.1729
1.5614,2.1246,2.6668,6.4029
1.802,2.4903,2.9424,6.7505
2.1574,2.739,3.0829,7.1982
2.2298,2.9815,3.391,7.4457
2.5269,3.2602,3.525,8.2755
2.1462,2.668,2.9256,6.7408
2.5152,3.1256,3.4658,7.8465
1.7065,2.4614,3.2744,7.1021
1.6736,2.1304,2.4801,5.6967
1.8226,2.3767,2.6082,6.146
2.1705,2.8194,3.0938,7.2182
1.7027,2.1463,2.3951,5.3968
2.0925,2.6342,2.9588,6.5843
2.6316,3.4472,3.9198,8.4328
1.8427,2.426,2.8696,7.0491
1.9499,2.6767,3.0938,7.0037
2.3428,3.184,3.5918,8.1953
1.8507,2.3075,2.6012,5.8747
2.2632,2.8448,3.2236,7.1524
2.1127,2.7545,2.9913,6.8626
1.9585,2.3542,2.5673,6.001
1.699,2.3185,2.8271,6.6107
2.0566,2.7995,3.2455,7.5652
1.6775,2.2286,2.5498,5.6045
2.4038,3.0976,3.3444,7.9073
2.4649,3.2758,3.6078,8.1397
2.1057,2.5191,2.7864,6.4388
2.146,2.7659,3.1157,6.8235
1.9899,2.7717,3.4827,7.9268
1.7939,2.3005,2.5293,6.0913
2.1493,2.774,3.0415,7.221
2.0532,2.8034,3.1465,6.9254
2.0316,2.5382,2.8446,6.3916
2.1343,2.7794,3.1557,6.8284
2.3683,2.9887,3.2524,7.4966
1.7317,2.2268,2.556,6.0383
2.1561,2.8114,3.1767,7.434
2.3272,3.1156,3.5195,7.8967
2.138,2.6225,2.9661,6.7103
1.9491,2.5644,2.8258,6.3567
2.3695,3.0531,3.3756,7.5896
1.9548,2.452,2.7461,6.1118
1.9086,2.6006,3.1359,7.2179
1.944,2.7501,3.2307,6.9617
1.6853,2.0609,2.2082,5.376
1.8814,2.3983,2.621,6.069
2.6915,3.4088,3.76,8.5756
1.9887,2.5264,2.8434,6.2742
2.4369,3.0737,3.4778,7.6139
1.7702,2.4872,3.1911,7.5385
1.8885,2.4588,2.7923,6.7439
1.9746,2.6834,3.0393,6.8638
2.3338,3.1312,3.5099,7.9297
1.8496,2.2943,2.596,5.8036
2.134,2.6193,2.8278,6.6801
1.942,2.6008,2.8957,6.3783
1.504,2.0069,2.4671,5.8121
2.0972,2.8692,3.385,7.6183
2.4796,3.3748,3.8704,8.7233
1.9827,2.5632,2.8001,6.4942
2.3791,3.0489,3.3496,7.6939
2.4359,3.2204,3.5964,7.9413
1.9453,2.2957,2.5853,5.8697
1.6075,2.218,2.8041,6.1715
1.9459,2.6218,2.9702,7.0761
1.6961,2.1467,2.3786,5.5547
2.0582,2.623,2.9145,6.7018
2.0322,2.7282,3.0882,6.6995
2.4098,2.9661,3.3749,7.4455
2.4257,3.0496,3.2975,7.665
2.1064,2.9158,3.589,8.6707
1.6674,2.1552,2.4414,5.597
2.0955,2.7274,3.0647,7.0075
2.2019,2.9627,3.3599,7.344
1.9658,2.3761,2.5557,6.1143
1.987,2.5733,2.8399,6.3892
2.3623,3.0142,3.3487,7.4878
1.6378,2.1903,2.635,6.0589
1.9931,2.6755,3.1058,7.1077
2.2776,3.141,3.483,7.9087
2.0469,2.5023,2.7381,6.4414
2.24,2.8652,3.1899,7.1599
2.6203,3.3253,3.7302,8.2736
2.0152,2.5377,2.8918,6.291
1.9078,2.5615,2.9778,7.2018
2.1014,2.8741,3.2569,7.5357
2.0398,2.5785,2.8625,6.6853
1.9453,2.6387,2.9987,6.4806
2.3379,3.0964,3.5114,7.6107
1.6447,1.9878,2.1675,5.0622
2.4874,3.036,3.3517,7.6637
2.0332,2.8336,3.4082,7.6362
2.0036,2.548,2.8994,6.6797
2.2077,2.9141,3.3252,7.3391
2.4524,3.1274,3.3521,8.0061
1.8814,2.3866,2.6162,5.9831
2.2849,2.8764,3.1796,7.1976
2.3213,3.0443,3.4163,7.4726
1.5155,1.9866,2.4781,5.8191
1.674,2.2308,2.5176,5.9937
2.0153,2.6802,2.968,7.039
2.1275,2.6684,2.95,6.8484
2.5322,3.1893,3.5511,8.0876
2.2486,3.0845,3.527,7.4732
2.143,2.6287,2.8442,6.6624
1.7517,2.4325,3.0486,7.0826
2.1534,2.9719,3.4854,8.1351
1.7058,2.1949,2.4878,5.6159
2.1023,2.7169,3.0717,6.879
2.129,2.777,3.0235,6.9739
1.9682,2.3769,2.6046,6.0706
1.8913,2.4867,2.7911,6.1088
2.096,2.9527,3.8205,8.7106
2.0246,2.7057,3.1768,7.1104
2.3278,3.0472,3.3299,7.9706
2.2825,3.1173,3.4711,7.762
1.9392,2.3346,2.5953,5.988
2.1588,2.7244,3.071,6.7886
2.5159,3.1645,3.5937,7.8381
1.4834,1.9585,2.2491,5.3515
1.8699,2.4745,2.7729,6.5966
1.9929,2.7102,3.0354,6.8842
1.9229,2.4009,2.6716,6.144
2.347,3.1151,3.5327,7.6558
2.6528,3.3877,3.6653,8.5116
1.9847,2.3946,2.6214,6.0888
1.9417,2.5924,3.0874,7.3676
1.9908,2.7729,3.2275,7.1238
1.9619,2.4899,2.8187,6.4013
2.0452,2.6388,2.8624,6.6865
2.3909,3.0533,3.3417,7.6988
1.8972,2.3995,2.6736,5.9852
2.2655,2.8494,3.1995,7.0832
1.8518,2.6179,3.2654,7.2978
2.0304,2.5262,2.7498,6.7527
2.0209,2.7006,3.012,6.7814
2.4458,3.2148,3.5756,8.0617
2.0458,2.5803,2.9071,6.4502
2.4455,3.0782,3.4911,7.6457
2.2086,2.9248,3.2216,7.2078
1.8147,2.3946,2.7691,6.5826
2.0024,2.7117,3.0867,7.0224
2.3318,3.1278,3.5194,7.9671
1.6142,2.03,2.3191,5.0906
1.9271,2.3809,2.5594,6.0591
2.4621,3.17,3.4789,7.8903
2.2066,2.63,2.9069,6.7023
1.7382,2.4101,3.1025,7.0315
2.1606,2.9834,3.5814,8.1654
1.8918,2.4112,2.6191,6.312
2.2496,2.8779,3.1365,7.433
2.0754,2.8391,3.1866,6.9706
1.8425,2.227,2.4945,5.6627
2.015,2.5692,2.9157,6.3499
1.7017,2.3423,2.9043,7.0817
1.5524,2.0232,2.2894,5.3531
2.3159,3.0349,3.3939,7.8903
2.445,3.2851,3.6963,8.2295
2.31,2.8599,3.2297,7.2473
2.1315,2.789,3.0575,6.9232
2.5254,3.2434,3.5778,8.0662
1.5872,2.079,2.4872,5.8196
1.9772,2.6167,3.0333,7.0366
2.0317,2.7989,3.2246,7.0415
1.8759,2.3153,2.5075,5.9836
2.0497,2.6194,2.8881,6.5858
2.3711,3.0061,3.3449,7.5157
2.0919,2.727,3.1021,6.6919
2.0199,2.8131,3.5675,7.9977
2.1342,2.9551,3.3326,7.7952
1.8506,2.2613,2.4604,5.9342
1.9504,2.5446,2.831,6.3748
2.3444,3.0224,3.3744,7.5493
1.9201,2.3733,2.6865,5.9517
2.2008,2.6893,2.9038,6.823
1.6894,2.3776,2.879,6.5145
1.7566,2.2715,2.5587,5.9989
1.9079,2.5531,2.8832,6.4558
2.7178,3.5914,4.0461,9.0023
1.8819,2.3149,2.5105,5.8834
2.3205,2.8665,3.1454,7.2391
2.4137,3.1047,3.4617,7.6818
